i,j,t,price,advertised
1713,1,2,0.8633406232955072,0
1714,34,2,2.213436921491774,0
1715,29,2,1.3732934469615579,0
1715,39,2,1.2818617174526399,0
1716,5,2,1.7508352836007226,0
1717,6,2,0.7991545048137135,0
1719,7,2,2.1374511574572037,0
1719,39,2,1.2818617174526399,0
1720,6,2,0.7991545048137135,0
1722,33,2,0.2777588429399788,0
1723,33,2,0.2777588429399788,0
1725,12,2,1.9342613205277008,1
1728,30,2,1.9613645717401385,0
1729,3,2,0.6999853275868002,0
1729,6,2,0.7991545048137135,0
1732,6,2,0.7991545048137135,0
1732,12,2,1.9342613205277008,1
1736,33,2,0.2777588429399788,0
1740,2,2,3.3660602524727894,0
1741,6,2,0.7991545048137135,0
1744,6,2,0.7991545048137135,0
1744,27,2,0.9715113243046553,0
1746,39,2,1.2818617174526399,0
1747,6,2,0.7991545048137135,0
1748,6,2,0.7991545048137135,0
1750,5,2,1.7508352836007226,0
1751,6,2,0.7991545048137135,0
1751,7,2,2.1374511574572037,0
1752,7,2,2.1374511574572037,0
1753,5,2,1.7508352836007226,0
1754,5,2,1.7508352836007226,0
1755,30,2,1.9613645717401385,0
1757,5,2,1.7508352836007226,0
1758,5,2,1.7508352836007226,0
1758,28,2,1.1488874302754521,0
1759,7,2,2.1374511574572037,0
1760,6,2,0.7991545048137135,0
1766,6,2,0.7991545048137135,0
1767,24,2,1.498130459383808,0
1767,32,2,1.795104620583242,0
1771,18,2,1.9614636781999089,0
1771,30,2,1.9613645717401385,0
1772,0,2,1.717944123146448,0
1772,21,2,0.875687688935052,0
1774,1,2,0.8633406232955072,0
1774,6,2,0.7991545048137135,0
1775,17,2,2.2959951212550305,0
1775,39,2,1.2818617174526399,0
1777,6,2,0.7991545048137135,0
1778,38,2,1.5376776891587869,0
1778,39,2,1.2818617174526399,0
1779,6,2,0.7991545048137135,0
1780,8,2,1.4461257405202552,0
1781,30,2,1.9613645717401385,0
1782,2,2,3.3660602524727894,0
1783,13,2,2.2954513216770565,0
1784,4,2,1.2073139939329207,1
1786,30,2,1.9613645717401385,0
1787,30,2,1.9613645717401385,0
1789,6,2,0.7991545048137135,0
1790,24,2,1.498130459383808,0
1790,34,2,2.213436921491774,0
1791,4,2,1.2073139939329207,1
1792,33,2,0.2777588429399788,0
1793,1,2,0.8633406232955072,0
1794,2,2,3.3660602524727894,0
1796,13,2,2.2954513216770565,0
1796,29,2,1.3732934469615579,0
1797,15,2,0.9243504260235744,0
1798,5,2,1.7508352836007226,0
1799,15,2,0.9243504260235744,0
1799,25,2,3.023893482648194,0
1801,4,2,1.2073139939329207,1
1801,16,2,0.8132380099239533,0
1802,6,2,0.7991545048137135,0
1804,6,2,0.7991545048137135,0
1805,6,2,0.7991545048137135,0
1805,30,2,1.9613645717401385,0
1809,0,2,1.717944123146448,0
1809,28,2,1.1488874302754521,0
1809,38,2,1.5376776891587869,0
1811,4,2,1.2073139939329207,1
1811,6,2,0.7991545048137135,0
1812,6,2,0.7991545048137135,0
1813,5,2,1.7508352836007226,0
1813,6,2,0.7991545048137135,0
1813,13,2,2.2954513216770565,0
1813,15,2,0.9243504260235744,0
1815,6,2,0.7991545048137135,0
1818,0,2,1.717944123146448,0
1822,1,2,0.8633406232955072,0
1822,6,2,0.7991545048137135,0
1823,2,2,3.3660602524727894,0
1823,6,2,0.7991545048137135,0
1824,18,2,1.9614636781999089,0
1825,15,2,0.9243504260235744,0
1825,24,2,1.498130459383808,0
1826,1,2,0.8633406232955072,0
1827,11,2,2.631538456820416,0
1829,29,2,1.3732934469615579,0
1830,34,2,2.213436921491774,0
1833,6,2,0.7991545048137135,0
1833,32,2,1.795104620583242,0
1835,6,2,0.7991545048137135,0
1836,5,2,1.7508352836007226,0
1839,32,2,1.795104620583242,0
1841,12,2,1.9342613205277008,1
1844,6,2,0.7991545048137135,0
1844,30,2,1.9613645717401385,0
1846,1,2,0.8633406232955072,0
1847,6,2,0.7991545048137135,0
1848,30,2,1.9613645717401385,0
1849,2,2,3.3660602524727894,0
1853,33,2,0.2777588429399788,0
1854,34,2,2.213436921491774,0
1857,6,2,0.7991545048137135,0
1857,15,2,0.9243504260235744,0
1858,1,2,0.8633406232955072,0
1858,22,2,2.885822656397464,0
1859,6,2,0.7991545048137135,0
1860,6,2,0.7991545048137135,0
1860,10,2,2.973728255337596,0
1860,33,2,0.2777588429399788,0
1861,5,2,1.7508352836007226,0
1861,8,2,1.4461257405202552,0
1862,15,2,0.9243504260235744,0
1863,0,2,1.717944123146448,0
1865,34,2,2.213436921491774,0
1867,3,2,0.6999853275868002,0
1868,6,2,0.7991545048137135,0
1869,5,2,1.7508352836007226,0
1875,4,2,1.2073139939329207,1
1875,6,2,0.7991545048137135,0
1881,6,2,0.7991545048137135,0
1882,21,2,0.875687688935052,0
1883,6,2,0.7991545048137135,0
1883,14,2,3.1496197739380114,0
1885,30,2,1.9613645717401385,0
1887,11,2,2.631538456820416,0
1888,6,2,0.7991545048137135,0
1889,3,2,0.6999853275868002,0
1890,29,2,1.3732934469615579,0
1890,30,2,1.9613645717401385,0
1892,2,2,3.3660602524727894,0
1894,30,2,1.9613645717401385,0
1897,6,2,0.7991545048137135,0
1898,4,2,1.2073139939329207,1
1899,15,2,0.9243504260235744,0
1899,30,2,1.9613645717401385,0
1900,33,2,0.2777588429399788,0
1900,39,2,1.2818617174526399,0
1905,15,2,0.9243504260235744,0
1905,39,2,1.2818617174526399,0
1906,6,2,0.7991545048137135,0
1908,5,2,1.7508352836007226,0
1909,1,2,0.8633406232955072,0
1911,39,2,1.2818617174526399,0
1912,4,2,1.2073139939329207,1
1912,38,2,1.5376776891587869,0
1913,22,2,2.885822656397464,0
1915,4,2,1.2073139939329207,1
1915,15,2,0.9243504260235744,0
1917,6,2,0.7991545048137135,0
1917,26,2,2.3028292670530983,0
1918,6,2,0.7991545048137135,0
1918,17,2,2.2959951212550305,0
1919,10,2,2.973728255337596,0
1919,33,2,0.2777588429399788,0
1920,3,2,0.6999853275868002,0
1920,7,2,2.1374511574572037,0
1922,10,2,2.973728255337596,0
1924,39,2,1.2818617174526399,0
1925,4,2,1.2073139939329207,1
1925,39,2,1.2818617174526399,0
1927,34,2,2.213436921491774,0
1928,6,2,0.7991545048137135,0
1929,15,2,0.9243504260235744,0
1932,3,2,0.6999853275868002,0
1932,6,2,0.7991545048137135,0
1935,1,2,0.8633406232955072,0
1935,6,2,0.7991545048137135,0
1939,7,2,2.1374511574572037,0
1940,30,2,1.9613645717401385,0
1943,12,2,1.9342613205277008,1
1944,3,2,0.6999853275868002,0
1948,4,2,1.2073139939329207,1
1948,15,2,0.9243504260235744,0
1949,1,2,0.8633406232955072,0
1949,30,2,1.9613645717401385,0
1950,11,2,2.631538456820416,0
1950,39,2,1.2818617174526399,0
1953,0,2,1.717944123146448,0
1953,15,2,0.9243504260235744,0
1954,6,2,0.7991545048137135,0
1954,30,2,1.9613645717401385,0
1956,34,2,2.213436921491774,0
1958,30,2,1.9613645717401385,0
1960,8,2,1.4461257405202552,0
1961,6,2,0.7991545048137135,0
1962,39,2,1.2818617174526399,0
1963,34,2,2.213436921491774,0
1969,19,2,2.9616059739279343,0
1970,8,2,1.4461257405202552,0
1974,30,2,1.9613645717401385,0
1977,0,2,1.717944123146448,0
1982,1,2,0.8633406232955072,0
1982,11,2,2.631538456820416,0
1983,39,2,1.2818617174526399,0
1985,11,2,2.631538456820416,0
1986,6,2,0.7991545048137135,0
1986,7,2,2.1374511574572037,0
1991,26,2,2.3028292670530983,0
1992,6,2,0.7991545048137135,0
1992,7,2,2.1374511574572037,0
1993,1,2,0.8633406232955072,0
1993,7,2,2.1374511574572037,0
1994,1,2,0.8633406232955072,0
1995,16,2,0.8132380099239533,0
1997,11,2,2.631538456820416,0
0,39,3,0.96139628808948,1
2,6,3,0.7991545048137135,0
2,33,3,0.2777588429399788,0
3,39,3,0.96139628808948,1
4,15,3,0.9243504260235744,0
4,39,3,0.96139628808948,1
5,28,3,1.1488874302754521,0
6,13,3,2.2954513216770565,0
8,7,3,2.1374511574572037,0
11,36,3,1.2868525769099313,1
12,10,3,2.973728255337596,0
14,8,3,1.4461257405202552,0
16,11,3,2.631538456820416,0
17,7,3,2.1374511574572037,0
18,6,3,0.7991545048137135,0
19,28,3,1.1488874302754521,0
19,33,3,0.2777588429399788,0
22,15,3,0.9243504260235744,0
23,16,3,0.8132380099239533,0
23,33,3,0.2777588429399788,0
26,5,3,1.7508352836007226,0
27,6,3,0.7991545048137135,0
27,15,3,0.9243504260235744,0
27,28,3,1.1488874302754521,0
28,0,3,1.717944123146448,0
30,33,3,0.2777588429399788,0
34,7,3,2.1374511574572037,0
35,19,3,2.9616059739279343,0
38,31,3,1.9464986074611887,0
40,6,3,0.7991545048137135,0
40,17,3,2.2959951212550305,0
42,6,3,0.7991545048137135,0
44,38,3,1.5376776891587869,0
46,27,3,0.9715113243046553,0
48,16,3,0.8132380099239533,0
49,15,3,0.9243504260235744,0
50,6,3,0.7991545048137135,0
50,30,3,1.9613645717401385,0
51,26,3,2.3028292670530983,0
51,30,3,1.9613645717401385,0
52,1,3,0.8633406232955072,0
52,6,3,0.7991545048137135,0
52,28,3,1.1488874302754521,0
53,34,3,2.213436921491774,0
54,7,3,2.1374511574572037,0
57,15,3,0.9243504260235744,0
58,6,3,0.7991545048137135,0
59,6,3,0.7991545048137135,0
59,11,3,2.631538456820416,0
60,28,3,1.1488874302754521,0
61,37,3,2.9415081807703336,0
62,6,3,0.7991545048137135,0
64,33,3,0.2777588429399788,0
66,24,3,1.498130459383808,0
67,6,3,0.7991545048137135,0
67,15,3,0.9243504260235744,0
70,6,3,0.7991545048137135,0
70,33,3,0.2777588429399788,0
71,5,3,1.7508352836007226,0
73,6,3,0.7991545048137135,0
73,37,3,2.9415081807703336,0
74,18,3,1.9614636781999089,0
79,38,3,1.5376776891587869,0
80,6,3,0.7991545048137135,0
81,8,3,1.4461257405202552,0
81,33,3,0.2777588429399788,0
83,5,3,1.7508352836007226,0
83,39,3,0.96139628808948,1
88,6,3,0.7991545048137135,0
88,32,3,1.795104620583242,0
89,2,3,3.3660602524727894,0
89,33,3,0.2777588429399788,0
90,1,3,0.8633406232955072,0
90,6,3,0.7991545048137135,0
90,13,3,2.2954513216770565,0
92,6,3,0.7991545048137135,0
94,30,3,1.9613645717401385,0
95,34,3,2.213436921491774,0
97,15,3,0.9243504260235744,0
99,39,3,0.96139628808948,1
100,5,3,1.7508352836007226,0
101,24,3,1.498130459383808,0
103,18,3,1.9614636781999089,0
105,6,3,0.7991545048137135,0
111,11,3,2.631538456820416,0
112,3,3,0.6999853275868002,0
114,33,3,0.2777588429399788,0
115,34,3,2.213436921491774,0
116,26,3,2.3028292670530983,0
118,39,3,0.96139628808948,1
119,15,3,0.9243504260235744,0
123,2,3,3.3660602524727894,0
124,30,3,1.9613645717401385,0
126,34,3,2.213436921491774,0
128,28,3,1.1488874302754521,0
129,6,3,0.7991545048137135,0
130,6,3,0.7991545048137135,0
130,12,3,2.417826650659625,0
130,15,3,0.9243504260235744,0
131,13,3,2.2954513216770565,0
132,6,3,0.7991545048137135,0
132,30,3,1.9613645717401385,0
133,5,3,1.7508352836007226,0
134,6,3,0.7991545048137135,0
135,6,3,0.7991545048137135,0
139,6,3,0.7991545048137135,0
139,7,3,2.1374511574572037,0
142,30,3,1.9613645717401385,0
145,0,3,1.717944123146448,0
145,30,3,1.9613645717401385,0
146,30,3,1.9613645717401385,0
147,6,3,0.7991545048137135,0
148,34,3,2.213436921491774,0
149,1,3,0.8633406232955072,0
149,10,3,2.973728255337596,0
151,17,3,2.2959951212550305,0
152,6,3,0.7991545048137135,0
156,1,3,0.8633406232955072,0
156,13,3,2.2954513216770565,0
158,33,3,0.2777588429399788,0
160,16,3,0.8132380099239533,0
160,21,3,0.875687688935052,0
162,15,3,0.9243504260235744,0
163,1,3,0.8633406232955072,0
165,9,3,2.8829650619604763,0
167,30,3,1.9613645717401385,0
168,5,3,1.7508352836007226,0
169,24,3,1.498130459383808,0
172,10,3,2.973728255337596,0
174,6,3,0.7991545048137135,0
174,32,3,1.795104620583242,0
177,15,3,0.9243504260235744,0
177,25,3,3.023893482648194,0
177,39,3,0.96139628808948,1
179,39,3,0.96139628808948,1
180,0,3,1.717944123146448,0
180,10,3,2.973728255337596,0
181,0,3,1.717944123146448,0
181,7,3,2.1374511574572037,0
182,1,3,0.8633406232955072,0
183,33,3,0.2777588429399788,0
185,3,3,0.6999853275868002,0
188,6,3,0.7991545048137135,0
190,1,3,0.8633406232955072,0
192,39,3,0.96139628808948,1
194,5,3,1.7508352836007226,0
194,6,3,0.7991545048137135,0
197,30,3,1.9613645717401385,0
197,39,3,0.96139628808948,1
199,10,3,2.973728255337596,0
199,35,3,1.1535440860890345,0
201,13,3,2.2954513216770565,0
201,33,3,0.2777588429399788,0
201,39,3,0.96139628808948,1
202,6,3,0.7991545048137135,0
202,29,3,1.3732934469615579,0
205,5,3,1.7508352836007226,0
205,6,3,0.7991545048137135,0
209,39,3,0.96139628808948,1
210,3,3,0.6999853275868002,0
211,10,3,2.973728255337596,0
211,16,3,0.8132380099239533,0
212,30,3,1.9613645717401385,0
216,6,3,0.7991545048137135,0
217,39,3,0.96139628808948,1
219,5,3,1.7508352836007226,0
221,6,3,0.7991545048137135,0
221,7,3,2.1374511574572037,0
221,15,3,0.9243504260235744,0
222,7,3,2.1374511574572037,0
223,16,3,0.8132380099239533,0
223,35,3,1.1535440860890345,0
224,30,3,1.9613645717401385,0
226,6,3,0.7991545048137135,0
226,9,3,2.8829650619604763,0
229,30,3,1.9613645717401385,0
229,39,3,0.96139628808948,1
230,35,3,1.1535440860890345,0
232,6,3,0.7991545048137135,0
233,6,3,0.7991545048137135,0
234,1,3,0.8633406232955072,0
238,13,3,2.2954513216770565,0
239,15,3,0.9243504260235744,0
242,4,3,2.0121899898882014,0
242,6,3,0.7991545048137135,0
243,30,3,1.9613645717401385,0
244,3,3,0.6999853275868002,0
244,39,3,0.96139628808948,1
246,15,3,0.9243504260235744,0
246,18,3,1.9614636781999089,0
249,6,3,0.7991545048137135,0
252,28,3,1.1488874302754521,0
255,7,3,2.1374511574572037,0
256,16,3,0.8132380099239533,0
257,15,3,0.9243504260235744,0
261,7,3,2.1374511574572037,0
263,6,3,0.7991545048137135,0
264,5,3,1.7508352836007226,0
264,24,3,1.498130459383808,0
264,29,3,1.3732934469615579,0
265,33,3,0.2777588429399788,0
266,15,3,0.9243504260235744,0
269,3,3,0.6999853275868002,0
269,6,3,0.7991545048137135,0
271,6,3,0.7991545048137135,0
273,33,3,0.2777588429399788,0
274,39,3,0.96139628808948,1
275,8,3,1.4461257405202552,0
275,14,3,3.1496197739380114,0
275,26,3,2.3028292670530983,0
276,11,3,2.631538456820416,0
277,1,3,0.8633406232955072,0
277,6,3,0.7991545048137135,0
278,7,3,2.1374511574572037,0
279,6,3,0.7991545048137135,0
279,13,3,2.2954513216770565,0
280,6,3,0.7991545048137135,0
281,6,3,0.7991545048137135,0
287,6,3,0.7991545048137135,0
287,33,3,0.2777588429399788,0
288,33,3,0.2777588429399788,0
290,30,3,1.9613645717401385,0
291,6,3,0.7991545048137135,0
291,11,3,2.631538456820416,0
293,1,3,0.8633406232955072,0
293,39,3,0.96139628808948,1
294,0,3,1.717944123146448,0
295,6,3,0.7991545048137135,0
295,30,3,1.9613645717401385,0
295,32,3,1.795104620583242,0
296,15,3,0.9243504260235744,0
299,6,3,0.7991545048137135,0
302,32,3,1.795104620583242,0
304,5,3,1.7508352836007226,0
305,2,3,3.3660602524727894,0
308,3,3,0.6999853275868002,0
309,6,3,0.7991545048137135,0
309,34,3,2.213436921491774,0
311,33,3,0.2777588429399788,0
311,34,3,2.213436921491774,0
312,39,3,0.96139628808948,1
313,1,3,0.8633406232955072,0
313,8,3,1.4461257405202552,0
314,5,3,1.7508352836007226,0
317,6,3,0.7991545048137135,0
320,34,3,2.213436921491774,0
323,1,3,0.8633406232955072,0
324,6,3,0.7991545048137135,0
326,0,3,1.717944123146448,0
326,2,3,3.3660602524727894,0
328,6,3,0.7991545048137135,0
329,5,3,1.7508352836007226,0
329,6,3,0.7991545048137135,0
330,34,3,2.213436921491774,0
331,15,3,0.9243504260235744,0
333,0,3,1.717944123146448,0
333,6,3,0.7991545048137135,0
334,6,3,0.7991545048137135,0
336,15,3,0.9243504260235744,0
337,26,3,2.3028292670530983,0
342,24,3,1.498130459383808,0
342,34,3,2.213436921491774,0
343,30,3,1.9613645717401385,0
349,6,3,0.7991545048137135,0
353,39,3,0.96139628808948,1
354,1,3,0.8633406232955072,0
354,7,3,2.1374511574572037,0
355,1,3,0.8633406232955072,0
355,5,3,1.7508352836007226,0
357,0,3,1.717944123146448,0
358,3,3,0.6999853275868002,0
358,28,3,1.1488874302754521,0
359,6,3,0.7991545048137135,0
361,6,3,0.7991545048137135,0
361,30,3,1.9613645717401385,0
363,30,3,1.9613645717401385,0
363,39,3,0.96139628808948,1
364,39,3,0.96139628808948,1
365,11,3,2.631538456820416,0
366,1,3,0.8633406232955072,0
366,34,3,2.213436921491774,0
367,1,3,0.8633406232955072,0
369,31,3,1.9464986074611887,0
369,37,3,2.9415081807703336,0
370,32,3,1.795104620583242,0
372,2,3,3.3660602524727894,0
372,6,3,0.7991545048137135,0
373,30,3,1.9613645717401385,0
373,33,3,0.2777588429399788,0
375,33,3,0.2777588429399788,0
377,6,3,0.7991545048137135,0
377,36,3,1.2868525769099313,1
379,11,3,2.631538456820416,0
380,3,3,0.6999853275868002,0
380,6,3,0.7991545048137135,0
381,33,3,0.2777588429399788,0
382,8,3,1.4461257405202552,0
382,39,3,0.96139628808948,1
384,6,3,0.7991545048137135,0
386,6,3,0.7991545048137135,0
386,34,3,2.213436921491774,0
387,7,3,2.1374511574572037,0
387,20,3,1.5878437776762533,0
388,28,3,1.1488874302754521,0
390,1,3,0.8633406232955072,0
390,6,3,0.7991545048137135,0
390,26,3,2.3028292670530983,0
391,0,3,1.717944123146448,0
391,6,3,0.7991545048137135,0
394,8,3,1.4461257405202552,0
396,1,3,0.8633406232955072,0
396,28,3,1.1488874302754521,0
396,39,3,0.96139628808948,1
397,34,3,2.213436921491774,0
399,7,3,2.1374511574572037,0
399,15,3,0.9243504260235744,0
400,3,3,0.6999853275868002,0
400,6,3,0.7991545048137135,0
401,6,3,0.7991545048137135,0
404,16,3,0.8132380099239533,0
404,34,3,2.213436921491774,0
405,5,3,1.7508352836007226,0
405,6,3,0.7991545048137135,0
407,6,3,0.7991545048137135,0
407,15,3,0.9243504260235744,0
408,33,3,0.2777588429399788,0
409,0,3,1.717944123146448,0
409,6,3,0.7991545048137135,0
410,34,3,2.213436921491774,0
411,1,3,0.8633406232955072,0
411,6,3,0.7991545048137135,0
411,34,3,2.213436921491774,0
414,1,3,0.8633406232955072,0
415,33,3,0.2777588429399788,0
416,21,3,0.875687688935052,0
418,10,3,2.973728255337596,0
418,33,3,0.2777588429399788,0
422,6,3,0.7991545048137135,0
424,1,3,0.8633406232955072,0
424,13,3,2.2954513216770565,0
425,0,3,1.717944123146448,0
426,11,3,2.631538456820416,0
426,15,3,0.9243504260235744,0
426,39,3,0.96139628808948,1
428,6,3,0.7991545048137135,0
431,6,3,0.7991545048137135,0
434,6,3,0.7991545048137135,0
436,6,3,0.7991545048137135,0
436,34,3,2.213436921491774,0
437,30,3,1.9613645717401385,0
438,2,3,3.3660602524727894,0
439,6,3,0.7991545048137135,0
440,9,3,2.8829650619604763,0
441,28,3,1.1488874302754521,0
441,33,3,0.2777588429399788,0
445,11,3,2.631538456820416,0
448,39,3,0.96139628808948,1
450,3,3,0.6999853275868002,0
450,6,3,0.7991545048137135,0
451,13,3,2.2954513216770565,0
452,5,3,1.7508352836007226,0
452,23,3,2.150026269772477,0
453,33,3,0.2777588429399788,0
454,6,3,0.7991545048137135,0
456,9,3,2.8829650619604763,0
456,39,3,0.96139628808948,1
458,30,3,1.9613645717401385,0
459,18,3,1.9614636781999089,0
460,27,3,0.9715113243046553,0
460,28,3,1.1488874302754521,0
463,0,3,1.717944123146448,0
464,1,3,0.8633406232955072,0
464,30,3,1.9613645717401385,0
465,28,3,1.1488874302754521,0
466,33,3,0.2777588429399788,0
466,39,3,0.96139628808948,1
468,30,3,1.9613645717401385,0
469,15,3,0.9243504260235744,0
469,17,3,2.2959951212550305,0
469,24,3,1.498130459383808,0
472,7,3,2.1374511574572037,0
474,13,3,2.2954513216770565,0
474,33,3,0.2777588429399788,0
475,0,3,1.717944123146448,0
475,7,3,2.1374511574572037,0
477,33,3,0.2777588429399788,0
478,34,3,2.213436921491774,0
479,1,3,0.8633406232955072,0
481,39,3,0.96139628808948,1
482,3,3,0.6999853275868002,0
483,30,3,1.9613645717401385,0
484,6,3,0.7991545048137135,0
484,7,3,2.1374511574572037,0
485,39,3,0.96139628808948,1
486,6,3,0.7991545048137135,0
489,9,3,2.8829650619604763,0
490,1,3,0.8633406232955072,0
493,33,3,0.2777588429399788,0
494,2,3,3.3660602524727894,0
495,12,3,2.417826650659625,0
498,6,3,0.7991545048137135,0
498,33,3,0.2777588429399788,0
499,33,3,0.2777588429399788,0
502,15,3,0.9243504260235744,0
503,30,3,1.9613645717401385,0
505,7,3,2.1374511574572037,0
505,15,3,0.9243504260235744,0
506,25,3,3.023893482648194,0
507,6,3,0.7991545048137135,0
508,30,3,1.9613645717401385,0
509,21,3,0.875687688935052,0
510,7,3,2.1374511574572037,0
510,33,3,0.2777588429399788,0
511,33,3,0.2777588429399788,0
514,6,3,0.7991545048137135,0
517,6,3,0.7991545048137135,0
517,30,3,1.9613645717401385,0
518,1,3,0.8633406232955072,0
518,2,3,3.3660602524727894,0
519,30,3,1.9613645717401385,0
521,33,3,0.2777588429399788,0
522,30,3,1.9613645717401385,0
523,2,3,3.3660602524727894,0
523,15,3,0.9243504260235744,0
525,3,3,0.6999853275868002,0
525,6,3,0.7991545048137135,0
526,6,3,0.7991545048137135,0
527,1,3,0.8633406232955072,0
528,7,3,2.1374511574572037,0
529,11,3,2.631538456820416,0
531,39,3,0.96139628808948,1
532,24,3,1.498130459383808,0
532,30,3,1.9613645717401385,0
533,7,3,2.1374511574572037,0
534,2,3,3.3660602524727894,0
539,39,3,0.96139628808948,1
540,6,3,0.7991545048137135,0
540,30,3,1.9613645717401385,0
541,3,3,0.6999853275868002,0
542,36,3,1.2868525769099313,1
545,21,3,0.875687688935052,0
548,0,3,1.717944123146448,0
550,5,3,1.7508352836007226,0
550,8,3,1.4461257405202552,0
551,24,3,1.498130459383808,0
553,5,3,1.7508352836007226,0
555,17,3,2.2959951212550305,0
555,32,3,1.795104620583242,0
555,39,3,0.96139628808948,1
557,15,3,0.9243504260235744,0
562,33,3,0.2777588429399788,0
564,32,3,1.795104620583242,0
565,5,3,1.7508352836007226,0
565,16,3,0.8132380099239533,0
566,39,3,0.96139628808948,1
568,35,3,1.1535440860890345,0
569,6,3,0.7991545048137135,0
570,15,3,0.9243504260235744,0
572,6,3,0.7991545048137135,0
572,23,3,2.150026269772477,0
572,30,3,1.9613645717401385,0
573,30,3,1.9613645717401385,0
574,15,3,0.9243504260235744,0
577,0,3,1.717944123146448,0
578,1,3,0.8633406232955072,0
580,11,3,2.631538456820416,0
580,18,3,1.9614636781999089,0
581,2,3,3.3660602524727894,0
582,15,3,0.9243504260235744,0
583,30,3,1.9613645717401385,0
585,34,3,2.213436921491774,0
586,34,3,2.213436921491774,0
589,34,3,2.213436921491774,0
590,29,3,1.3732934469615579,0
591,2,3,3.3660602524727894,0
594,8,3,1.4461257405202552,0
594,16,3,0.8132380099239533,0
595,33,3,0.2777588429399788,0
595,34,3,2.213436921491774,0
596,32,3,1.795104620583242,0
597,6,3,0.7991545048137135,0
599,3,3,0.6999853275868002,0
599,31,3,1.9464986074611887,0
602,38,3,1.5376776891587869,0
604,7,3,2.1374511574572037,0
604,26,3,2.3028292670530983,0
606,5,3,1.7508352836007226,0
608,1,3,0.8633406232955072,0
608,6,3,0.7991545048137135,0
609,5,3,1.7508352836007226,0
609,39,3,0.96139628808948,1
612,33,3,0.2777588429399788,0
616,11,3,2.631538456820416,0
616,13,3,2.2954513216770565,0
619,13,3,2.2954513216770565,0
622,0,3,1.717944123146448,0
622,6,3,0.7991545048137135,0
623,2,3,3.3660602524727894,0
624,25,3,3.023893482648194,0
626,1,3,0.8633406232955072,0
627,6,3,0.7991545048137135,0
627,15,3,0.9243504260235744,0
627,36,3,1.2868525769099313,1
629,30,3,1.9613645717401385,0
633,15,3,0.9243504260235744,0
635,30,3,1.9613645717401385,0
636,5,3,1.7508352836007226,0
636,16,3,0.8132380099239533,0
637,15,3,0.9243504260235744,0
638,3,3,0.6999853275868002,0
638,6,3,0.7991545048137135,0
640,28,3,1.1488874302754521,0
643,11,3,2.631538456820416,0
645,5,3,1.7508352836007226,0
646,25,3,3.023893482648194,0
647,24,3,1.498130459383808,0
648,1,3,0.8633406232955072,0
648,39,3,0.96139628808948,1
650,33,3,0.2777588429399788,0
651,6,3,0.7991545048137135,0
651,21,3,0.875687688935052,0
653,6,3,0.7991545048137135,0
653,30,3,1.9613645717401385,0
655,23,3,2.150026269772477,0
656,6,3,0.7991545048137135,0
656,14,3,3.1496197739380114,0
657,0,3,1.717944123146448,0
657,6,3,0.7991545048137135,0
658,1,3,0.8633406232955072,0
658,6,3,0.7991545048137135,0
658,13,3,2.2954513216770565,0
659,7,3,2.1374511574572037,0
660,10,3,2.973728255337596,0
661,15,3,0.9243504260235744,0
661,30,3,1.9613645717401385,0
662,13,3,2.2954513216770565,0
663,30,3,1.9613645717401385,0
664,24,3,1.498130459383808,0
664,34,3,2.213436921491774,0
666,6,3,0.7991545048137135,0
666,28,3,1.1488874302754521,0
667,3,3,0.6999853275868002,0
668,6,3,0.7991545048137135,0
670,6,3,0.7991545048137135,0
670,7,3,2.1374511574572037,0
674,10,3,2.973728255337596,0
676,6,3,0.7991545048137135,0
676,25,3,3.023893482648194,0
679,15,3,0.9243504260235744,0
685,15,3,0.9243504260235744,0
686,6,3,0.7991545048137135,0
686,21,3,0.875687688935052,0
687,21,3,0.875687688935052,0
689,3,3,0.6999853275868002,0
689,6,3,0.7991545048137135,0
691,6,3,0.7991545048137135,0
691,10,3,2.973728255337596,0
692,12,3,2.417826650659625,0
692,15,3,0.9243504260235744,0
692,28,3,1.1488874302754521,0
694,2,3,3.3660602524727894,0
697,11,3,2.631538456820416,0
701,6,3,0.7991545048137135,0
701,34,3,2.213436921491774,0
702,6,3,0.7991545048137135,0
704,32,3,1.795104620583242,0
705,6,3,0.7991545048137135,0
705,33,3,0.2777588429399788,0
707,15,3,0.9243504260235744,0
710,14,3,3.1496197739380114,0
711,32,3,1.795104620583242,0
712,1,3,0.8633406232955072,0
712,11,3,2.631538456820416,0
713,3,3,0.6999853275868002,0
713,14,3,3.1496197739380114,0
715,33,3,0.2777588429399788,0
717,6,3,0.7991545048137135,0
717,30,3,1.9613645717401385,0
719,0,3,1.717944123146448,0
719,5,3,1.7508352836007226,0
719,39,3,0.96139628808948,1
721,30,3,1.9613645717401385,0
722,1,3,0.8633406232955072,0
722,7,3,2.1374511574572037,0
723,6,3,0.7991545048137135,0
723,11,3,2.631538456820416,0
724,1,3,0.8633406232955072,0
724,37,3,2.9415081807703336,0
725,11,3,2.631538456820416,0
726,6,3,0.7991545048137135,0
726,7,3,2.1374511574572037,0
726,32,3,1.795104620583242,0
727,8,3,1.4461257405202552,0
727,30,3,1.9613645717401385,0
729,7,3,2.1374511574572037,0
729,15,3,0.9243504260235744,0
730,0,3,1.717944123146448,0
730,6,3,0.7991545048137135,0
730,9,3,2.8829650619604763,0
731,34,3,2.213436921491774,0
732,7,3,2.1374511574572037,0
